"","SD","HFD","DR","EX","DREX","cluster"
"Acy.3-methylglutaryl carnitine",0.102314285714286,0.0521285714285714,0.0408571428571429,0.0586833333333333,0.0502428571428571,6
"Acy.Acetyl carnitine",63.6,62.6428571428571,46.3571428571429,48.7833333333333,70.2,8
"Acy.Butyryl carnitine",6.48285714285714,7.59714285714286,7.43571428571429,9.34166666666667,13.4885714285714,8
"Acy.carnitine",450.571428571429,503.285714285714,478.1,804.833333333333,955.571428571429,8
"Acy.Dodecanoyl carnitine",1.91042857142857,1.554,1.55842857142857,2.15333333333333,2.01428571428571,7
"Acy.Dodecenoyl carnitine",0.346,0.311571428571429,0.337685714285714,0.358333333333333,0.423428571428571,8
"Acy.Hexadecadienoyl carnitine",0.889,1.068,0.622714285714286,1.151,1.43928571428571,8
"Acy.Hexadecanoyl carnitine",6.10857142857143,5.42857142857143,4.67285714285714,6.34833333333333,6.35714285714286,7
"Acy.Hexadecatrienoyl carnitine",0.608142857142857,0.778428571428571,0.511857142857143,0.792166666666667,0.725428571428571,9
"Acy.Hexadecenoyl carnitine",8.29714285714286,3.90428571428571,5.63171428571429,5.37166666666667,7.12714285714286,6
"Acy.Hydroxy-methylbutyryl carnitine",4.84714285714286,6.00571428571429,5.36857142857143,7.80333333333333,6.97857142857143,9
"Acy.Hydroxybutrylcarnitine",1.86314285714286,0.722142857142857,0.927285714285714,0.982166666666667,0.912857142857143,6
"Acy.Icosadecadienoyl carnitine",0.240142857142857,0.257428571428571,0.184914285714286,0.370333333333333,0.252,7
"Acy.Icosadecanoyl carnitine",0.203571428571429,0.202714285714286,0.183342857142857,0.316166666666667,0.28,7
"Acy.Icosadecenoyl carnitine",0.507,0.461,0.457142857142857,0.8045,0.648714285714286,7
"Acy.Octadecanoyl carnitine",3.03714285714286,3.08571428571429,2.57714285714286,3.785,3.03285714285714,7
"Acy.Octadecatrienoyl carnitine",0.395285714285714,0.451571428571429,0.2946,0.502666666666667,0.505571428571429,9
"Acy.Octadecedienoyl carnitine",4.21714285714286,5.09571428571429,3.07142857142857,5.62833333333333,4.74,9
"Acy.Octadecenoyl carnitine",11.5257142857143,9.13714285714286,8.46428571428571,11.5533333333333,10.5714285714286,7
"Acy.Pentanoyl carnitine",8.17,8.17428571428571,8.68428571428571,14.2666666666667,12.1171428571429,9
"Acy.propionyl carnitine",3.90714285714286,3.67714285714286,3.66857142857143,4.88333333333333,6.61428571428571,8
"Acy.Tetradecadienoyl carnitine",0.344428571428571,0.392285714285714,0.310985714285714,0.4805,0.437142857142857,9
"Acy.Tetradecanoyl carnitine",5.73714285714286,4.78714285714286,4.63714285714286,5.91333333333333,6.71142857142857,8
"Acy.Tetradecenoyl carnitine",4.49142857142857,3.26142857142857,3.568,4.30833333333333,4.82,8
"Untar.(E)-5-HYDROXY-3-ISOBUTYL-6-(3-METHYLBENZYLIDENE)-1,6-DIHYDROPYRAZIN-2(3H)-ONE",12.6103106115139,10.7881648018478,8.92959036585985,18.8400410496822,16.1493165010112,7
"Untar.1-STEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE",21.7221816897431,22.019229056127,22.5716590929226,22.7948520612627,23.4414802298085,1
"Untar.10-Hydroxydecanoic acid",19.9258300428611,19.2829669576037,19.6247776064253,19.6056834452433,19.4331585477436,6
"Untar.2-AMINO-2-METHYLPROPANOATE",23.561254836718,22.9658685357278,22.9389573636146,22.1150507687862,22.4634116809828,10
"Untar.2-Hydroxyisocaproic acid",20.052145558091,18.9827261707492,20.1671969540922,20.7378513601971,20.5958024158972,2
"Untar.2-Hydroxyvaleric acid",21.800792184993,21.1007276861382,21.1620351567916,21.4666748378342,21.739680004049,6
"Untar.2'-Deoxyguanosine 5'-monophosphate",14.9827387912323,18.3541751512182,14.1358617586039,17.8741806183945,9.97251753980761,6
"Untar.3-HYDROXY-3-METHYLGLUTARATE",21.2818798916663,21.1602940971841,21.1574859551417,21.4615580559266,21.5418149409032,8
"Untar.3-Hydroxyanthranilic acid",20.6764083252512,19.9724433832261,20.333143509826,20.1489728502679,20.0362110781532,6
"Untar.3-Hydroxycinnamic acid",18.6673318712676,19.0614641427926,18.9697008666765,17.7484395064198,17.5630917436734,10
"Untar.3-Hydroxypropanoic acid",21.3926685393705,20.8517020969465,21.4246279922248,21.7719860684546,22.0379103449117,5
"Untar.3-METHYLHISTIDINE",26.372821995852,25.0877805190176,25.8343173909272,25.9136578494648,25.6955124799335,6
"Untar.3-Phenyllactic acid",19.9652555198066,19.7536748711434,19.6966540145657,19.7673576428056,19.8359855550246,6
"Untar.3,4-DIHYDROXY-1-PHENYLALANINE",18.8750018991383,17.4235015636823,18.1636992101815,15.555047079913,15.1388196406594,10
"Untar.3,5-DIIODO-L-TYROSINE",16.1973288798737,11.7120865935537,16.9418632768804,20.5486087424945,17.7430599096532,7
"Untar.4-AMINOBUTANOATE",24.8606505205288,24.350722122298,24.3994298606985,24.3947479294341,24.8277257123671,6
"Untar.4-GUANIDINOBUTANOIC ACID",17.8405769197542,19.8028342231232,18.2915831854878,17.6948083770867,18.8041072352117,1
"Untar.4-Hydroxyphenyllactic acid",21.7512181160428,20.5962692309845,20.7277657389458,21.5119514122844,21.3705552338551,6
"Untar.4-PYRIDOXATE",20.7702972456671,20.3000584965547,19.6718116754207,19.3834570245482,19.7713841222715,6
"Untar.5-AMINOVALERIC ACID",26.9695694270167,27.1297911659963,27.5986650231609,28.2468835080486,27.8152321258087,4
"Untar.5-OXO-L-PROLINE",17.7930889054851,10.0784045019988,17.2966103502184,17.7012489997672,9.4601492966079,6
"Untar.5,6-DIHYDROURACIL",35.1174605155471,34.1248335126608,33.2843666312433,33.0718214593017,33.1706980572178,6
"Untar.6-CARBOXYHEXANOATE",22.9207585935288,22.749499992817,22.7877560778811,22.8136174293848,22.6314223935251,6
"Untar.9-Trans-Palmitelaidic acid",22.6396308959404,21.3171613457099,22.1836965173513,22.3315722668057,22.3188321950972,6
"Untar.Acetylleucine (isomer of 164)",20.9739940936821,20.7182128096914,21.3082088003001,20.6601415260693,20.735384186395,10
"Untar.ADENOSINE",12.351795883247,20.8332128631294,17.4522163487866,24.5542409788743,20.7568138586453,1
"Untar.ADENOSINE 5'-MONOPHOSPHATE",17.9021355638958,20.7723146184335,18.8618488193934,23.5975057006213,21.7569490760755,9
"Untar.ADIPIC ACID",23.2567627965128,22.9742065972202,23.1554284383752,23.1500544418172,23.0585479551251,6
"Untar.Ala-Ile",13.9402307578688,10.7570130828809,11.0176370170691,14.4115458149494,11.889227302991,6
"Untar.ALA-VAL",21.4286950055128,21.299915132027,21.612753716363,22.812096178309,22.905603220802,7
"Untar.ALPHA-AMINOADIPATE",22.4558095842931,22.1171717793435,22.6101078491533,22.5117967534188,22.4696878500241,3
"Untar.ANSERINE",27.0810109964492,25.7050059501616,26.0270731044848,26.7114081354155,26.310540381279,6
"Untar.Anthranilic acid",17.6058313835291,16.187414381866,17.3502954626212,16.4060942271831,16.5387924663912,6
"Untar.AZELAIC ACID",26.2829209536672,26.142921940116,26.1349504242807,25.8033361080541,25.8300917319724,10
"Untar.Beta-Hydroxybutyric acid",17.9206624699541,17.5861781169569,17.3740951841186,18.3671730806685,18.0652937616052,7
"Untar.CHOLINE",18.8418479948516,19.7496500278408,19.818188998353,19.833250973857,16.9466624448453,6
"Untar.CITRULLINE",23.6082633448141,22.2174769887904,21.9343839822374,20.5852170088385,20.535282629965,10
"Untar.Creatine",24.9103578341266,24.6291933953279,24.6266334914656,24.8825196523712,24.8808787983861,2
"Untar.CREATININE",27.4793150714368,26.7364739597684,27.5340588633641,27.5568860503026,28.3482579354464,3
"Untar.CYCLO(LEU-PRO)",17.5058917960913,17.6682878283853,16.7926527487485,18.4005269094285,18.5366252022067,8
"Untar.Cysteic Acid",21.1034008287156,20.8378851615119,21.3965352372324,20.3416458071091,20.7031722605872,10
"Untar.D-Arabinose-5-phosphate",21.252632055262,21.5171294641009,21.7001928166333,21.9790661148399,21.756640335754,4
"Untar.D-Erythrose-4-phosphate",17.3233596201572,20.6509806716194,21.6418096338766,19.8031219274993,20.6079565679151,4
"Untar.D-Gluconic acid",20.3335110870562,20.0975981997761,20.4897686342414,20.6136269930261,20.4529498357241,4
"Untar.D(+)-Galacturonic acid",20.9800273291118,20.6848669184437,21.0107062966782,21.2051450391138,21.1700774001744,2
"Untar.Dodecanedioic acid",15.0078998673471,14.0266975596698,12.5390050788937,18.6060780667237,17.7073525856205,7
"Untar.EPIGALLOCATECHIN",25.3858758458469,25.4092205084652,24.8324862124905,25.3657800948447,25.1087363471815,6
"Untar.epsilon-Fructoselysine",24.5739751673728,23.8975169859699,24.9988178351489,24.9049385162553,24.0550058058647,4
"Untar.Erythronolactone",23.7849853522602,23.4924527476118,23.5309552300075,23.8870587599561,23.7128832959898,7
"Untar.gamma-Glutamylleucine",21.0270141042587,18.1669521804114,20.5562227817373,19.434221640832,19.947567413779,6
"Untar.gamma-Glutamyltyrosine",18.7252432229424,16.6909305873775,18.1387975078081,14.2547319002652,17.7078561452047,10
"Untar.Glutarate",19.2442108246555,18.4116301635245,18.7906821750672,19.5611351362056,19.3160136753235,7
"Untar.Glutathione (oxidized)",18.5329131671781,18.3658404672107,19.0364181538854,19.7737323808226,18.6958592314394,4
"Untar.Gly-Leu",17.1825262713386,16.4339842178744,16.8965162920207,18.3521319805661,17.6005095326758,7
"Untar.Glycolic acid",22.223867862331,22.0838688637219,22.1067528216424,22.1496450063456,22.4223674261207,8
"Untar.HIPPURATE",22.9087589902487,23.5595217138964,23.4639411503546,23.1483610301749,23.2116805512235,1
"Untar.Hydroxysebacic acid",18.8761002419275,18.1155987379342,18.3634820117027,19.1461608869898,18.8498652008463,7
"Untar.Hypoxanthine",25.9927387689885,25.3803922480479,25.9985175240406,25.3979202231531,26.1430580698283,3
"Untar.Indole-3-carboxylic acid",19.1345149151168,18.0005172491393,18.5111443162316,17.2020366188835,18.3769429511018,10
"Untar.Indolelactic acid",19.3040904941476,18.2474516599428,19.484965781853,15.0656982354578,19.2579569837962,10
"Untar.Inosine",22.2222069546454,23.5170442073759,21.7716539123054,23.3552015585043,22.4723751472779,9
"Untar.Inosine 5'-monophosphate",13.1135723970369,11.4033686371174,5.2265763981348,20.4401041955575,14.236068037672,7
"Untar.Isobutyric acid",18.9383473854698,19.4951959009459,18.6698848565162,19.6805098292375,19.7056870534675,9
"Untar.ISONICOTINIC ACID",24.1209618220966,23.3067444849068,23.8712692347614,24.8326771677571,24.4512103047337,7
"Untar.Ketoleucine",21.8361972202065,21.1931713299296,21.2800602645473,20.4594764131084,21.0796298199462,10
"Untar.L-CARNOSINE",26.1013081746328,21.1858013441982,25.2703019070687,28.9595738051198,27.6525414816056,2
"Untar.L-Citrulline",20.1487594046634,18.7141758465045,19.3802462024778,16.2074374647767,18.8473601319604,10
"Untar.L-DOPA",19.8188274483782,18.2510961869886,19.642614297506,15.8709052469309,16.3084734208283,10
"Untar.Linoleic acid",21.8881789966155,20.2484330132415,22.8213289155483,23.4070110520462,22.5981416169857,4
"Untar.LPE 18:1",20.388277619282,19.8035068915425,19.9595295996528,20.5704345586612,19.8989464412709,6
"Untar.Myo-Inositol",23.9137963169323,23.6824062122738,23.8516681372665,24.059024602212,24.0265616378527,2
