"","gene","log2FoldChange","pvalue","cell","comparision"
"634","Ppp1r15a",-0.457523470425547,0.00700610519401367,"mySC","EX_vs_SD"
"635","Tmem126a",-0.988672226675826,0.00134080231047438,"mySC","EX_vs_SD"
"636","Sez6l21",-0.873857794039406,0.00287762760883529,"mySC","EX_vs_SD"
"637","Prss532",-0.709571566354676,0.00813732825388234,"mySC","EX_vs_SD"
"638","Oat",1.22962513690527,0.00280740703363112,"mySC","EX_vs_SD"
"639","Kat6a2",0.540685419362849,0.00120826349829288,"mySC","EX_vs_SD"
"640","Brf2",-1.13570628877958,0.00886836101704882,"mySC","EX_vs_SD"
"641","Irf2",-0.644816142009333,0.00644346871626207,"mySC","EX_vs_SD"
"642","Adgrg51",1.16080242356286,0.00603580787348534,"mySC","EX_vs_SD"
"643","Kifc3",-0.387979921936376,0.00287017518465954,"mySC","EX_vs_SD"
"644","Wwp22",-0.486115642752626,0.00736777719306621,"mySC","EX_vs_SD"
"645","Cox4i12",1.44891324685181,0.00430724081076541,"mySC","EX_vs_SD"
"646","Mvd2",0.972730651953719,0.00195218692483649,"mySC","EX_vs_SD"
"647","Cdc37",-0.545308444731733,0.00880749607171905,"mySC","EX_vs_SD"
"648","Siae",3.53199570484591,0.00290399730485349,"mySC","EX_vs_SD"
"649","C2cd2l",0.528059186486176,0.00831429134113348,"mySC","EX_vs_SD"
"650","Gramd2",1.68737950186447,0.00469129004015026,"mySC","EX_vs_SD"
"651","Tcaim1",-1.44483395555363,0.000282957556198675,"mySC","EX_vs_SD"
"652","Lss",0.683107160612867,0.00230334109348415,"mySC","EX_vs_SD"
"653","Pcbp31",-0.736368684797131,0.00861836610646198,"mySC","EX_vs_SD"
"654","Abca72",-0.537922088110813,0.0039942982920597,"mySC","EX_vs_SD"
"655","Ankrd52",-0.404835970812314,0.00784047593910394,"mySC","EX_vs_SD"
"656","Pdlim4",-1.00242894751213,0.00112350040239404,"mySC","EX_vs_SD"
"657","Trim17",-1.29929838810678,0.00665139267560282,"mySC","EX_vs_SD"
"658","Mpdu1",-0.626735104684465,0.00137733456139368,"mySC","EX_vs_SD"
"659","Pld21",-0.69599340011593,0.00410602027058708,"mySC","EX_vs_SD"
"660","Rhbdl31",-3.04381010418902,0.00664818841275818,"mySC","EX_vs_SD"
"661","Cdk5r11",1.54262009921186,0.0066654198980675,"mySC","EX_vs_SD"
"662","Acly",0.459996667039363,0.00561240828955262,"mySC","EX_vs_SD"
"663","D11Wsu47e",0.732736733349718,0.00755967397489764,"mySC","EX_vs_SD"
"664","Cep295nl",-0.518375367216012,0.00930202122587055,"mySC","EX_vs_SD"
"665","Fasn",0.643040536095241,0.00548272050974435,"mySC","EX_vs_SD"
"666","Eipr1",0.703149814172526,0.00168098099653804,"mySC","EX_vs_SD"
"667","Dus4l1",1.44186537827644,0.000505608053105052,"mySC","EX_vs_SD"
"668","Cox161",0.379330249334668,0.00416071535471996,"mySC","EX_vs_SD"
"669","Rcor1",-0.571836784153363,0.00185506958865319,"mySC","EX_vs_SD"
"670","Cdca4",-0.888868477182068,0.00318902452445902,"mySC","EX_vs_SD"
"671","Comtd1",0.637485089229147,0.00232277960796105,"mySC","EX_vs_SD"
"672","Erc2",-1.36077738101737,0.00250696044758997,"mySC","EX_vs_SD"
"673","Nop9",1.14012663927757,0.00799245120178498,"mySC","EX_vs_SD"
"674","Ppp2r2a2",0.765810398375371,0.00255736351785627,"mySC","EX_vs_SD"
"675","Sub12",2.47754931557846,0.00765925425187133,"mySC","EX_vs_SD"
"676","Lrp122",1.5440348118394,0.00338451240198602,"mySC","EX_vs_SD"
"677","Sqle2",0.534737598300068,0.00833127983415139,"mySC","EX_vs_SD"
"678","Slc52a21",1.23504547531477,0.00181048389027225,"mySC","EX_vs_SD"
"679","Adck51",-1.22822282275449,0.000832903274329526,"mySC","EX_vs_SD"
"680","Desi1",-0.72844439752283,0.0056823608150096,"mySC","EX_vs_SD"
"681","Lmln",-0.882502672247317,0.00909663327007412,"mySC","EX_vs_SD"
"682","Arid1b1",-0.404151245633223,0.00711038486358762,"mySC","EX_vs_SD"
"683","Fndc12",0.580785500746265,0.00116740150547395,"mySC","EX_vs_SD"
"684","Tbc1d241",-0.702817587526896,0.000200228970720055,"mySC","EX_vs_SD"
"685","BC0039651",-0.609467581096278,0.00375129850195909,"mySC","EX_vs_SD"
"686","Yju22",-0.754406235056251,0.00145427589477608,"mySC","EX_vs_SD"
"687","Myom1",-2.12608185740169,0.00978379725168947,"mySC","EX_vs_SD"
"688","Txnl1",0.657725205879368,0.000176340328463042,"mySC","EX_vs_SD"
"689","Slc25a45",0.479361935560768,0.00426830649201427,"mySC","EX_vs_SD"
"690","Casp7",-1.24231292333772,0.00459796655266438,"mySC","EX_vs_SD"
"691","Thoc2",-0.542810888425416,0.000848805956157738,"mySC","EX_vs_SD"
"692","Scml21",1.83333899759704,0.00352148265850386,"mySC","EX_vs_SD"
"693","Trappc2",1.78724049431878,0.00390341592643392,"mySC","EX_vs_SD"
"694","Arpc22",1.10265058098035,0.0071162240128917,"mySC","HFD_vs_SD"
"695","Slamf91",-0.481356447944553,0.00660220287079434,"mySC","HFD_vs_SD"
"696","Entpd2",-2.61452506763521,0.00166060923808717,"mySC","HFD_vs_SD"
"697","Slc25a251",3.21766512222159,0.00491050282905361,"mySC","HFD_vs_SD"
"698","Pbx31",2.0877672477734,0.00276129013588911,"mySC","HFD_vs_SD"
"699","Dlx21",-1.9310697986139,0.00739208385971171,"mySC","HFD_vs_SD"
"700","C1qtnf43",-0.812387158799189,0.00145555902245897,"mySC","HFD_vs_SD"
"701","Rpusd2",-0.891150026524238,0.00401861823626485,"mySC","HFD_vs_SD"
"702","Plagl2",0.690836089979774,0.00662497559828059,"mySC","HFD_vs_SD"
"703","Pxmp41",1.39359432722136,0.00500140429934331,"mySC","HFD_vs_SD"
"704","Stk41",-0.660897165733104,0.00979863408421187,"mySC","HFD_vs_SD"
"705","Ptpn11",-0.684390575406622,0.00868231164053057,"mySC","HFD_vs_SD"
"706","Samd10",1.28457592856308,0.0051283940096609,"mySC","HFD_vs_SD"
"707","Pag12",0.508237186667592,0.00182418529480274,"mySC","HFD_vs_SD"
"708","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD"
"709","Ppm1g1",0.641365298481177,0.00906531665670174,"mySC","HFD_vs_SD"
"710","Tmem128",-0.553949709660714,0.0046933906363743,"mySC","HFD_vs_SD"
"711","Wdr14",-0.496112524699432,0.00684814932234431,"mySC","HFD_vs_SD"
"712","Rasl11b1",-0.700737381990814,0.00219121055270312,"mySC","HFD_vs_SD"
"713","Impdh1",1.55689672047911,0.00218460689867785,"mySC","HFD_vs_SD"
"714","AI8547032",-0.797397931344116,0.00450086499112779,"mySC","HFD_vs_SD"
"715","Jazf1",1.66108497981844,0.0091491405778369,"mySC","HFD_vs_SD"
"716","Atg7",-0.660023634861147,0.00729366344563132,"mySC","HFD_vs_SD"
"717","Cdc42ep51",4.2341447598234,0.00108668499801553,"mySC","HFD_vs_SD"
"718","Meis31",1.93403471012191,0.0094734584013798,"mySC","HFD_vs_SD"
"719","Grik5",0.397090528862887,0.00970016057504183,"mySC","HFD_vs_SD"
"720","Whamm",-0.622701347920311,0.00961103312997537,"mySC","HFD_vs_SD"
"721","Sytl2",-1.11956001273564,0.00359761120996408,"mySC","HFD_vs_SD"
"722","Klhl35",-2.71389620632728,0.00954704905891216,"mySC","HFD_vs_SD"
"723","Dnajb13",3.64220052748534,0.00875626788843692,"mySC","HFD_vs_SD"
"724","Kat6a3",0.495548897068221,0.00333210953805205,"mySC","HFD_vs_SD"
"725","Palm32",-1.2258445425894,0.00681845839379877,"mySC","HFD_vs_SD"
"726","Cdh3",-1.28080858482484,0.00106343298101545,"mySC","HFD_vs_SD"
"727","Kbtbd3",3.47762399521731,0.00302242141784587,"mySC","HFD_vs_SD"
"728","Nxpe4",-2.02138116890303,0.00480595655964851,"mySC","HFD_vs_SD"
"729","Wdr61",-0.72664285532679,0.00149634119842707,"mySC","HFD_vs_SD"
"730","Tipin",0.752955598147465,0.00544209146139723,"mySC","HFD_vs_SD"
"731","Pccb",-0.628293685191188,0.00268387846064609,"mySC","HFD_vs_SD"
"732","Wdr64",1.96213802678572,0.00201664284528508,"mySC","HFD_vs_SD"
"733","Col7a1",-0.817504570771417,0.00521885965348183,"mySC","HFD_vs_SD"
"734","Mfsd12",0.695331679796325,0.00745445328483758,"mySC","HFD_vs_SD"
"735","Acss31",-1.08279853457309,0.00344525112552334,"mySC","HFD_vs_SD"
"736","Suox",0.959388514129202,0.00250424055629897,"mySC","HFD_vs_SD"
"737","Ascc21",-0.447924541816717,0.004843715068059,"mySC","HFD_vs_SD"
"738","Rab1a1",-0.640888252862276,0.0027365815296433,"mySC","HFD_vs_SD"
"739","Zfp4541",1.43860232136595,0.00241706559801255,"mySC","HFD_vs_SD"
"740","Pdlim41",-0.858253685247542,0.0052710522010769,"mySC","HFD_vs_SD"
"741","Zswim7",0.934846452846511,0.00246133462654729,"mySC","HFD_vs_SD"
"742","Mnt",0.546458857225788,0.00930614513471018,"mySC","HFD_vs_SD"
"743","Trim372",0.646629430519494,0.00834433441582353,"mySC","HFD_vs_SD"
"744","Retreg31",0.395278541530808,0.00600545179896961,"mySC","HFD_vs_SD"
"745","Tmem106a1",3.14269336789752,0.0056760466300617,"mySC","HFD_vs_SD"
"746","Sdk2",-0.440093691193339,0.00977161445320471,"mySC","HFD_vs_SD"
"747","Oxld12",1.26509957256054,0.00661712163624019,"mySC","HFD_vs_SD"
"748","Rock2",-0.360181396753482,0.00575491582143616,"mySC","HFD_vs_SD"
"749","Dcaf5",-0.792500214202482,0.0035718510324884,"mySC","HFD_vs_SD"
"750","Acyp1",1.20775549637046,0.00106438836733536,"mySC","HFD_vs_SD"
"751","Asb132",1.23596496434226,0.00286811722366881,"mySC","HFD_vs_SD"
"752","Zfp1692",0.913965340897081,0.00450569149582094,"mySC","HFD_vs_SD"
"753","Srd5a1",1.49400836003106,0.00971707942096404,"mySC","HFD_vs_SD"
"754","Il3ra",-1.46730399379521,0.00349832182640707,"mySC","HFD_vs_SD"
"755","Comtd11",0.61595157688711,0.00356087084819419,"mySC","HFD_vs_SD"
"756","Sh2d4b1",1.03626861094483,0.00273565185065927,"mySC","HFD_vs_SD"
"757","Pck21",1.13290396432969,0.00763955076665149,"mySC","HFD_vs_SD"
"758","Uchl3",-1.09406120616398,0.00641715499236398,"mySC","HFD_vs_SD"
"759","Pabpc1",1.55686774072328,0.00521775259313121,"mySC","HFD_vs_SD"
"760","Has21",-0.819932817106422,0.00186654455704423,"mySC","HFD_vs_SD"
"761","BC0241392",-4.8539068176036,0.000506835775570822,"mySC","HFD_vs_SD"
"762","Slc52a22",1.0370878769676,0.00969667814550209,"mySC","HFD_vs_SD"
"763","Adcy6",0.635990214901142,0.00866395021104178,"mySC","HFD_vs_SD"
"764","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD"
"765","Tmem8",1.01766756242756,0.00785380325204567,"mySC","HFD_vs_SD"
"766","Fem1a",1.79137849547156,0.00777863020026591,"mySC","HFD_vs_SD"
"767","Efna52",1.95556670819546,0.00907616410520413,"mySC","HFD_vs_SD"
"768","Myom11",-2.36133285540049,0.0059236569280802,"mySC","HFD_vs_SD"
"769","Epas11",3.83836511251544,0.00698039546382141,"mySC","HFD_vs_SD"
"770","Abhd31",2.16147635683355,7.25376309252104e-05,"mySC","HFD_vs_SD"
"771","Diaph1",1.50302866326406,0.00437959793969568,"mySC","HFD_vs_SD"
"772","Taf6l1",0.796100915443685,0.000458752391609784,"mySC","HFD_vs_SD"
"773","Eef1g2",1.1980212307102,0.00631499869322494,"mySC","HFD_vs_SD"
"774","Lpxn",-1.74423199043883,0.00925069778864442,"mySC","HFD_vs_SD"
"775","Rfk2",1.10582053948143,0.00552471952395723,"mySC","HFD_vs_SD"
"776","Ccnj",1.1489728425574,0.00997988765987209,"mySC","HFD_vs_SD"
"777","Got1",-1.41719686331842,0.00692092960554774,"mySC","HFD_vs_SD"
"778","Borcs73",-1.31603808077965,7.4769730462298e-05,"mySC","HFD_vs_SD"
"779","Stag2",0.540344999153034,0.00597585388218998,"mySC","HFD_vs_SD"
"780","Htatsf1",0.593138868686856,0.00911766253953597,"mySC","HFD_vs_SD"
"781","Rnasel",-0.84242672530552,0.00652127605267512,"Perineurial","DR_vs_DREX"
"782","Ccdc3",0.42889748360059,0.000124222936717983,"Perineurial","DR_vs_DREX"
"783","Exosc2",-0.993151399476299,0.00699543701152686,"Perineurial","DR_vs_DREX"
"784","Pde1a",0.785718177526567,0.00818048981710398,"Perineurial","DR_vs_DREX"
"785","Entpd6",1.19444658320343,0.00390625217781691,"Perineurial","DR_vs_DREX"
"786","Thbs3",0.777169668400188,0.000511992039595201,"Perineurial","DR_vs_DREX"
"787","Ccn11",0.873988142738324,0.0048210153531444,"Perineurial","DR_vs_DREX"
"788","Klf4",0.993459684142842,0.00970331612158766,"Perineurial","DR_vs_DREX"
"789","Jun",0.868286891973411,0.000180310712568088,"Perineurial","DR_vs_DREX"
"790","Foxo6",0.614155311930394,0.0033821520549909,"Perineurial","DR_vs_DREX"
"791","Rims3",-1.07921858043301,0.0094007473500372,"Perineurial","DR_vs_DREX"
"792","Selenon",-0.668427228394751,0.00799670547012634,"Perineurial","DR_vs_DREX"
"793","Smim14",0.337935330550662,0.00440594564496093,"Perineurial","DR_vs_DREX"
"794","Aacs",-0.849907335047837,0.00322176477140146,"Perineurial","DR_vs_DREX"
"795","Auts2",0.670734546383661,0.00497940409400113,"Perineurial","DR_vs_DREX"
"796","Ssbp1",0.466527174880477,0.00813341214585366,"Perineurial","DR_vs_DREX"
"797","Usp18",-2.99740658870951,0.00676178696236251,"Perineurial","DR_vs_DREX"
"798","Sbsn",-0.840369136157998,0.00935907367474112,"Perineurial","DR_vs_DREX"
"799","Herc2",0.613045786349335,0.00769265985055439,"Perineurial","DR_vs_DREX"
"800","Nupr1",0.531075420838951,0.00434370361053737,"Perineurial","DR_vs_DREX"
"801","Cdkn1c",0.650781373506052,0.000823400494554661,"Perineurial","DR_vs_DREX"
"802","Slc7a2",0.441024241523612,0.00212015713644187,"Perineurial","DR_vs_DREX"
"803","Crlf1",-1.38468671204421,0.00686956834987729,"Perineurial","DR_vs_DREX"
"804","Jund",0.459099379563556,0.00213076760258086,"Perineurial","DR_vs_DREX"
"805","Dok4",-1.18121818913792,0.00485212221922064,"Perineurial","DR_vs_DREX"
"806","Cmip2",0.757435658900726,0.000140866224287046,"Perineurial","DR_vs_DREX"
"807","Galns",-1.63305115982523,0.000124445477066975,"Perineurial","DR_vs_DREX"
"808","Rasl12",0.381023403995388,0.00841536912940555,"Perineurial","DR_vs_DREX"
"809","Ccn2",1.36938564914325,1.03373294238088e-08,"Perineurial","DR_vs_DREX"
"810","Nfic",0.421877867345003,0.00392993223814291,"Perineurial","DR_vs_DREX"
"811","Prdm4",-0.966975016181978,0.00715123967351563,"Perineurial","DR_vs_DREX"
"812","Mdm1",0.900244819920103,0.00170243466928777,"Perineurial","DR_vs_DREX"
"813","Xbp1",0.561431951217454,0.00121675456646851,"Perineurial","DR_vs_DREX"
"814","Arhgap27",0.883430030955046,0.00800359018685031,"Perineurial","DR_vs_DREX"
"815","Pde8b",0.957677344079545,0.00678853107450446,"Perineurial","DR_vs_DREX"
"816","Fam107a",1.09941576846299,0.00961646373532349,"Perineurial","DR_vs_DREX"
"817","Khnyn",-0.571173220925038,0.00314673521755749,"Perineurial","DR_vs_DREX"
"818","Slc38a2",0.320264474644542,0.00997903597960792,"Perineurial","DR_vs_DREX"
"819","Hoxc10",-0.51384832033614,0.000902697609058718,"Perineurial","DR_vs_DREX"
"820","Dusp1",0.55146942803449,0.00467743785906801,"Perineurial","DR_vs_DREX"
"821","Mydgf",0.890146307437913,0.00734713501917889,"Perineurial","DR_vs_DREX"
"822","Fgf1",-0.654476830197033,0.00416005310934608,"Perineurial","DR_vs_DREX"
"823","Ablim1",0.330997933193648,0.00505449245797883,"Perineurial","DR_vs_DREX"
"824","Rnf113a1",-3.61661135503194,0.0045765380898162,"Perineurial","DR_vs_DREX"
"825","Tsc22d31",0.690997720460437,0.00536289289331818,"Perineurial","DR_vs_DREX"
"826","mt-Nd6",1.07478283457572,0.00847344962090303,"Perineurial","DR_vs_DREX"
"827","Hdac4",0.552291389631028,0.00769303068157129,"Perineurial","DR_vs_EX"
"828","Lmod1",1.49688194532441,0.00760018827000504,"Perineurial","DR_vs_EX"
"829","Cop1",-1.33437574205828,0.00306491073068452,"Perineurial","DR_vs_EX"
"830","Usp20",-1.21545814976079,0.000220433464285795,"Perineurial","DR_vs_EX"
"831","Olfml2a",1.59767723437239,0.00298411658484568,"Perineurial","DR_vs_EX"
"832","Abhd12",-0.779420750762575,0.00387693812023992,"Perineurial","DR_vs_EX"
"833","Id1",0.77326385360472,0.00891877401038246,"Perineurial","DR_vs_EX"
"834","Pex5l",0.821749979574329,0.00508585917700711,"Perineurial","DR_vs_EX"
"835","Trp53inp12",-0.553481120653181,0.00313765009695372,"Perineurial","DR_vs_EX"
"836","Klf41",1.02651757241183,0.0095524983944754,"Perineurial","DR_vs_EX"
"837","Jun1",0.787731681168369,0.000893651426520992,"Perineurial","DR_vs_EX"
"838","Ctps",0.719490729392684,0.00909763615969467,"Perineurial","DR_vs_EX"
"839","Oasl2",-0.879896110398116,0.00022039180705958,"Perineurial","DR_vs_EX"
"840","Eln",1.94192449435994,0.00713570979224495,"Perineurial","DR_vs_EX"
"841","Mturn",-0.72165775618328,0.00341628227191662,"Perineurial","DR_vs_EX"
"842","Gpr162",-2.83853037145646,0.00507320462325856,"Perineurial","DR_vs_EX"
"843","Nupr11",0.531139965306372,0.00508937309091093,"Perineurial","DR_vs_EX"
"844","Tdrp",-1.98367375342371,0.00108201073740528,"Perineurial","DR_vs_EX"
"845","Jund1",0.421244969741882,0.00560388113904865,"Perineurial","DR_vs_EX"
"846","Tmem221",-1.40504525311579,0.00534986071118145,"Perineurial","DR_vs_EX"
"847","Ccn21",1.28915672892859,1.28900409471413e-07,"Perineurial","DR_vs_EX"
"848","Fgf18",1.67204999337975,0.00633231786046459,"Perineurial","DR_vs_EX"
"849","Galk1",1.15520666281385,0.00731216649740462,"Perineurial","DR_vs_EX"
"850","Cygb",-0.855669215239357,0.00640353058593905,"Perineurial","DR_vs_EX"
"851","Tmem14c",0.702753263375065,0.0099410985009352,"Perineurial","DR_vs_EX"
"852","Cyyr1",-1.35735106709016,0.00882422956715755,"Perineurial","DR_vs_EX"
"853","Tbc1d242",0.774356239686805,0.00805591174199327,"Perineurial","DR_vs_EX"
"854","Dusp11",0.556956432363137,0.00509503696823183,"Perineurial","DR_vs_EX"
"855","Cyp4f13",-0.857795186119457,0.00947134246217575,"Perineurial","DR_vs_EX"
"856","Dusp5",1.38693735960015,0.00753944653687316,"Perineurial","DR_vs_EX"
"857","Eif3a",0.719879946577748,0.00828449540001622,"Perineurial","DR_vs_EX"
"858","Capn6",-1.12256128102303,0.00620941132093105,"Perineurial","DR_vs_EX"
"859","Rab3gap1",0.582122461462083,0.00169414953069103,"Perineurial","DR_vs_HFD"
"860","Eif2d",-0.761142709836621,0.00325750239825661,"Perineurial","DR_vs_HFD"
"861","Hsd17b7",3.40710521492214,0.00214425054228046,"Perineurial","DR_vs_HFD"
"862","Sec61a2",-0.564453765592764,0.00600863330074694,"Perineurial","DR_vs_HFD"
"863","Mtx2",0.67377100587568,0.00952558763802325,"Perineurial","DR_vs_HFD"
"864","Pex5l1",0.874284268710564,0.0046497486123578,"Perineurial","DR_vs_HFD"
"865","Ccdc107",0.531161341478156,0.00419875950431127,"Perineurial","DR_vs_HFD"
"866","Agap3",-0.420619727389767,0.00770309642882486,"Perineurial","DR_vs_HFD"
"867","Mapk10",3.46818336945009,0.00732670031618566,"Perineurial","DR_vs_HFD"
"868","Tspan9",1.42959361129107,0.00561258705872043,"Perineurial","DR_vs_HFD"
"869","Ifitm5",-1.05028555971438,0.00519976694297281,"Perineurial","DR_vs_HFD"
"870","Rasa3",-1.1098799455943,0.00297310321326672,"Perineurial","DR_vs_HFD"
"871","Agpat5",-1.75801556281923,0.00144038973147052,"Perineurial","DR_vs_HFD"
"872","Klf2",0.614377252187578,0.0023543933385528,"Perineurial","DR_vs_HFD"
"873","Fbxo31",1.04434866224048,0.00758895503335431,"Perineurial","DR_vs_HFD"
"874","Rnf111",0.639863631539362,0.00107395007645174,"Perineurial","DR_vs_HFD"
"875","Ccn22",0.920066868474922,0.000204179619227937,"Perineurial","DR_vs_HFD"
"876","Chrnb1",-1.17915262893269,0.00534881884967188,"Perineurial","DR_vs_HFD"
"877","Fmnl1",-2.9327853402157,0.0054263970887452,"Perineurial","DR_vs_HFD"
"878","Mapt",0.764577324086323,0.000248392030974868,"Perineurial","DR_vs_HFD"
"879","Cygb1",-1.07647881658468,0.00076663029115437,"Perineurial","DR_vs_HFD"
"880","Sdc1",0.795817975848915,0.00477505293044723,"Perineurial","DR_vs_HFD"
"881","Greb1",-0.72176263094748,0.00722913337252336,"Perineurial","DR_vs_HFD"
"882","Ercc8",-1.13544711701187,0.00901941763527451,"Perineurial","DR_vs_HFD"
"883","Il1rap",2.17761272682287,0.00981114429182719,"Perineurial","DR_vs_HFD"
"884","Prr3",-0.692528929266817,0.00680835074917226,"Perineurial","DR_vs_HFD"
"885","Mdfi",-2.25085261026262,0.0071795053904589,"Perineurial","DR_vs_HFD"
"886","Xdh",-0.729797458531031,0.00346978794416211,"Perineurial","DR_vs_HFD"
"887","Cript",1.01587622003763,0.00631497668560042,"Perineurial","DR_vs_HFD"
"888","Zfp35",-1.17374656414253,0.00935810821610735,"Perineurial","DR_vs_HFD"
"889","Arhgef371",-2.8505267159538,0.00822537999888068,"Perineurial","DR_vs_HFD"
"890","Atp5md",-1.75915467923309,0.00908887236599188,"Perineurial","DR_vs_HFD"
"891","Usp11",-0.551253182053143,0.00728966606563599,"Perineurial","DR_vs_HFD"
"892","Cldn34c1",-3.55493634801535,0.00726665443162665,"Perineurial","DR_vs_HFD"
"893","Taf1a",-0.572733753930584,0.0074657664790044,"Perineurial","DR_vs_SD"
"894","Tank",0.77793763402628,0.00377365322586759,"Perineurial","DR_vs_SD"
"895","Cir1",0.661320078586045,0.00814434611624787,"Perineurial","DR_vs_SD"
"896","Entpd61",1.20644628595499,0.0084946524521781,"Perineurial","DR_vs_SD"
"897","Pfdn4",1.79764990984735,0.00248818245497456,"Perineurial","DR_vs_SD"
"898","D3Ertd751e",-0.853656408857807,0.00353103502709495,"Perineurial","DR_vs_SD"
"899","Abcd3",1.13611666592958,0.00306988219745111,"Perineurial","DR_vs_SD"
"900","Spata1",-1.50929478119663,0.00867962043595322,"Perineurial","DR_vs_SD"
"901","Topors",1.07030300697698,0.00615349045777938,"Perineurial","DR_vs_SD"
"902","Galt",-0.548619837241324,0.00482755750366469,"Perineurial","DR_vs_SD"
"903","Erp44",1.45130905274838,0.00297955981085556,"Perineurial","DR_vs_SD"
"904","Slc6a9",1.50646141810343,0.00351284020545348,"Perineurial","DR_vs_SD"
"905","Errfi1",3.11224306931857,0.00697456660185942,"Perineurial","DR_vs_SD"
"906","Mmp23",2.08720239353042,0.00942485435792614,"Perineurial","DR_vs_SD"
"907","Fndc10",1.0968924656622,0.0094383787724794,"Perineurial","DR_vs_SD"
"908","Iqce",-0.828454654141407,0.00925276484755413,"Perineurial","DR_vs_SD"
"909","Mtus2",2.0672508507859,0.00790962175478998,"Perineurial","DR_vs_SD"
"910","Mxd1",-0.876084937622484,0.00299635134989442,"Perineurial","DR_vs_SD"
"911","Eogt",1.57534349943152,0.00919931949734512,"Perineurial","DR_vs_SD"
"912","Jagn1",1.87841608886347,0.00702907321610198,"Perineurial","DR_vs_SD"
"913","Lrp3",0.922681040388454,0.00365490721006051,"Perineurial","DR_vs_SD"
"914","Alg8",2.72468836388289,0.00148965591388966,"Perineurial","DR_vs_SD"
"915","Mcoln1",0.590283070831911,0.00438087187222437,"Perineurial","DR_vs_SD"
"916","Agpat51",-1.56321325062078,0.00463158804893345,"Perineurial","DR_vs_SD"
"917","Zfp330",-0.771100087750596,0.00889993017366815,"Perineurial","DR_vs_SD"
"918","Yap1",-0.595152365349869,0.00422310076872357,"Perineurial","DR_vs_SD"
"919","Acp5",1.72959314915044,0.0094550964148493,"Perineurial","DR_vs_SD"
"920","Tmem30a",0.849198994946885,0.0037396772253571,"Perineurial","DR_vs_SD"
"921","Pbld23",3.6980395908301,0.00655267992977374,"Perineurial","DR_vs_SD"
"922","Fbxw10",3.69874356249645,0.00524236839464092,"Perineurial","DR_vs_SD"
"923","Cdrt4",-2.00674737153408,0.00213717922853597,"Perineurial","DR_vs_SD"
"924","Ncbp3",-0.687154532705103,0.0094614763667763,"Perineurial","DR_vs_SD"
"925","Fkbp3",-0.709672742389903,0.00260788365176079,"Perineurial","DR_vs_SD"
"926","Vps41",-0.628793093595231,0.00597753059657124,"Perineurial","DR_vs_SD"
"927","Tbc1d7",-1.01183022776951,0.00950418622714926,"Perineurial","DR_vs_SD"
"928","Msh3",-0.723757096955864,0.00516855651882597,"Perineurial","DR_vs_SD"
"929","Dcaf11",-0.660936434027335,0.0066682871859609,"Perineurial","DR_vs_SD"
"930","Ccn3",2.18627199065394,0.00378744991609863,"Perineurial","DR_vs_SD"
"931","Syngr1",-0.888871206448632,0.00275406112334473,"Perineurial","DR_vs_SD"
"932","Prr13",1.23697629824703,0.00657933238268867,"Perineurial","DR_vs_SD"
"933","Zfp351",-1.29629734092737,0.00353422403086162,"Perineurial","DR_vs_SD"
"934","Pcdhb13",4.11239659310692,0.00394921789830882,"Perineurial","DR_vs_SD"
"935","Srfbp1",0.894076885056179,0.00543422278555469,"Perineurial","DR_vs_SD"
"936","Vps51",-0.397492951795848,0.00845189707672366,"Perineurial","DR_vs_SD"
"937","Gpc4",1.61657119845335,0.00912462335611765,"Perineurial","DR_vs_SD"
"938","Brwd3",-0.630830316695556,0.00851070915687882,"Perineurial","DR_vs_SD"
"939","Gemin8",4.39936693675479,0.0027822876298602,"Perineurial","DR_vs_SD"
"940","Fmo2",-0.589798335696794,0.00166440164299671,"Perineurial","DREX_vs_EX"
"941","Ccdc31",-0.338948775000416,0.00263352021126292,"Perineurial","DREX_vs_EX"
"942","Strbp1",-0.941403672101324,0.000185169310532606,"Perineurial","DREX_vs_EX"
"943","Rassf21",-0.487838846856572,0.00258154995945126,"Perineurial","DREX_vs_EX"
"944","Tasp1",-0.733662403823832,0.0056800793581882,"Perineurial","DREX_vs_EX"
"945","Pex5l2",0.809107416249372,0.00517643739728626,"Perineurial","DREX_vs_EX"
"946","Thbs31",-0.716802030238064,0.00147724833153827,"Perineurial","DREX_vs_EX"
"947","Ints11",1.035054068551,0.00132033136166969,"Perineurial","DREX_vs_EX"
"948","Abcb1a",-0.439813876351917,0.00868364735220919,"Perineurial","DREX_vs_EX"
"949","Emilin1",-1.17776880586125,0.00272129704903249,"Perineurial","DREX_vs_EX"
"950","Cux2",3.42793761714771,0.00990531637605535,"Perineurial","DREX_vs_EX"
"951","Auts21",-0.637142340109756,0.00818709604179621,"Perineurial","DREX_vs_EX"
"952","Rasa4",0.683082021691782,0.00616792699500351,"Perineurial","DREX_vs_EX"
"953","Mest",1.10283882629514,0.00964318602427599,"Perineurial","DREX_vs_EX"
"954","Ssbp11",-0.495588414305865,0.00518784651032393,"Perineurial","DREX_vs_EX"
"955","Mpp6",-0.556743369694702,0.00545418510720463,"Perineurial","DREX_vs_EX"
"956","Lmntd1",-0.636291087273652,0.00138872746763158,"Perineurial","DREX_vs_EX"
