"","gene","log2FoldChange","pvalue","cell","comparision"
"3877","Itgb11",1.32420615565006,0.000412627471792095,"Pericytes","DR_vs_SD"
"3878","C2cd2l1",-2.78230080145419,0.00316057468151787,"Pericytes","DR_vs_SD"
"3879","Rhoa",2.62612436161633,0.00670180682689263,"Pericytes","DR_vs_SD"
"3880","Akap7",1.73850088765611,0.00998576935393198,"Pericytes","DR_vs_SD"
"3881","Ggt53",1.07820602387684,0.00794963294421679,"Pericytes","DR_vs_SD"
"3882","Mmp11",-1.37330589421666,0.0012173516274074,"Pericytes","DR_vs_SD"
"3883","Gdf11",4.29883158337614,0.000379032469201179,"Pericytes","DR_vs_SD"
"3884","Ewsr1",3.19703973405605,0.00485190470972582,"Pericytes","DR_vs_SD"
"3885","Rack12",1.88248114089587,0.00304686331095593,"Pericytes","DR_vs_SD"
"3886","Alkbh5",2.39769582733768,0.00707896164734283,"Pericytes","DR_vs_SD"
"3887","Srr2",-4.36655391643818,0.0009628805844888,"Pericytes","DR_vs_SD"
"3888","Cpd",4.08660479085878,0.000123017118474931,"Pericytes","DR_vs_SD"
"3889","Mks1",2.96728778490639,0.00879397643661578,"Pericytes","DR_vs_SD"
"3890","Tmem1003",-3.66957055791888,0.00426799105545073,"Pericytes","DR_vs_SD"
"3891","Gadd45g1",-3.45171323721292,0.00206981508125422,"Pericytes","DR_vs_SD"
"3892","Zcchc91",-3.87408270561887,0.00671867279931836,"Pericytes","DR_vs_SD"
"3893","Tent2",3.39045311366036,0.00916733802664197,"Pericytes","DR_vs_SD"
"3894","Carmil3",-2.96397392436175,0.00724906974163035,"Pericytes","DR_vs_SD"
"3895","Parp4",2.72762945638515,0.00491183560842281,"Pericytes","DR_vs_SD"
"3896","Adcy91",-1.85303871052008,0.00333604489906223,"Pericytes","DR_vs_SD"
"3897","Zfp160",3.61791698274734,0.00511761476717981,"Pericytes","DR_vs_SD"
"3898","Gpatch11",-3.3238310850955,0.00634272668431878,"Pericytes","DR_vs_SD"
"3899","Iws1",-1.60035930323929,0.00763212976723067,"Pericytes","DR_vs_SD"
"3900","Nfatc1",-1.98624972579076,0.00262043477032515,"Pericytes","DR_vs_SD"
"3901","Ccs2",-2.60550842737031,0.00496768014294439,"Pericytes","DR_vs_SD"
"3902","Znrd2",-2.47701919779911,0.00628908923868356,"Pericytes","DR_vs_SD"
"3903","Ide1",-3.05690806692388,0.00351577597972658,"Pericytes","DR_vs_SD"
"3904","Prickle33",-3.80989066612902,0.00378350765564531,"Pericytes","DR_vs_SD"
"3905","Wdr45",-1.77633408211382,0.00725527518532551,"Pericytes","DR_vs_SD"
"3906","Gripap1",1.82087506825956,0.00486158611605621,"Pericytes","DR_vs_SD"
"3907","Foxo41",2.75142319030222,0.00866534578558856,"Pericytes","DR_vs_SD"
"3908","Fam199x",3.77102730158571,0.00310335367924961,"Pericytes","DR_vs_SD"
"3909","Fam117b",-1.30192868654386,0.00976063924636677,"Pericytes","DREX_vs_EX"
"3910","Ccdc1411",-0.786718974283322,0.00585460024180722,"Pericytes","DREX_vs_EX"
"3911","Inafm2",3.25756961428615,0.00397337793790662,"Pericytes","DREX_vs_EX"
"3912","Eid13",3.33035658860515,0.00291935509151602,"Pericytes","DREX_vs_EX"
"3913","Ptgis",4.65349584441195,0.00175304633133392,"Pericytes","DREX_vs_EX"
"3914","Znhit6",3.45956986505002,0.00423766371404927,"Pericytes","DREX_vs_EX"
"3915","Szt2",2.19634418570736,0.00842515607898738,"Pericytes","DREX_vs_EX"
"3916","Nfyc",2.9278226708061,0.001635845633878,"Pericytes","DREX_vs_EX"
"3917","Eya3",2.55099250779488,0.00313472918612879,"Pericytes","DREX_vs_EX"
"3918","Cep851",3.11209814118667,0.00941232174599248,"Pericytes","DREX_vs_EX"
"3919","Hspg2",1.07006694705465,2.42461919754656e-05,"Pericytes","DREX_vs_EX"
"3920","Dhrs3",1.32280213100275,0.000728174258908175,"Pericytes","DREX_vs_EX"
"3921","Afap11",0.842569381753842,0.00851358782808435,"Pericytes","DREX_vs_EX"
"3922","Pcdh7",3.2458363270378,0.00679664313379877,"Pericytes","DREX_vs_EX"
"3923","Coro1c",2.24065354586546,0.00927865958279066,"Pericytes","DREX_vs_EX"
"3924","Rilpl1",1.83890187777474,0.00710628780873708,"Pericytes","DREX_vs_EX"
"3925","Tpst1",1.92617740950121,0.00275871162691807,"Pericytes","DREX_vs_EX"
"3926","Wasf3",-2.43482751038245,0.00493345132406648,"Pericytes","DREX_vs_EX"
"3927","Slc35b4",3.63326246843389,0.00650649217772472,"Pericytes","DREX_vs_EX"
"3928","Crhr2",3.96530547420205,0.00165536810569944,"Pericytes","DREX_vs_EX"
"3929","Wnt5b",-2.85533898379341,0.00462259357786496,"Pericytes","DREX_vs_EX"
"3930","Zfp5801",3.88801357437919,0.00247857906630983,"Pericytes","DREX_vs_EX"
"3931","Nfkbib1",3.16981755396042,0.00528793044916537,"Pericytes","DREX_vs_EX"
"3932","Cebpa",-1.84573215740297,0.00887746212559612,"Pericytes","DREX_vs_EX"
"3933","Pold32",3.63030843906311,0.00325190600378595,"Pericytes","DREX_vs_EX"
"3934","Cd2bp21",1.79356907837798,0.00443408731554151,"Pericytes","DREX_vs_EX"
"3935","Acsl1",4.40307734790653,0.00166666858102197,"Pericytes","DREX_vs_EX"
"3936","Tradd",3.48957697462342,0.00328274075911632,"Pericytes","DREX_vs_EX"
"3937","Slc9a5",-3.15189674258144,0.000188594588074895,"Pericytes","DREX_vs_EX"
"3938","Sc5d1",4.06801022802743,0.00260852732078397,"Pericytes","DREX_vs_EX"
"3939","Usp281",3.21639195412621,0.00447986276859792,"Pericytes","DREX_vs_EX"
"3940","Ptpn9",-1.61187024961027,0.00033371962909659,"Pericytes","DREX_vs_EX"
"3941","Trak13",-0.819076534784767,0.00504800307793355,"Pericytes","DREX_vs_EX"
"3942","Gadd45b1",-1.96963844032225,0.00231207923129104,"Pericytes","DREX_vs_EX"
"3943","Timp3",-0.657451073813803,0.00619986113383141,"Pericytes","DREX_vs_EX"
"3944","Elk31",2.38905071070969,0.00338895450640871,"Pericytes","DREX_vs_EX"
"3945","Osbpl8",-2.46631462719292,0.000692266807371471,"Pericytes","DREX_vs_EX"
"3946","Agap2",1.53682257227399,0.000513470709623507,"Pericytes","DREX_vs_EX"
"3947","Os9",-1.78482994909035,0.00894874968683653,"Pericytes","DREX_vs_EX"
"3948","Emid15",-1.12554962455889,0.000178077147908819,"Pericytes","DREX_vs_EX"
"3949","Sept8",-0.475969847789768,0.0061844425754399,"Pericytes","DREX_vs_EX"
"3950","Pdlim43",3.87995642764923,0.00557658115699896,"Pericytes","DREX_vs_EX"
"3951","Per18",-0.792772926417115,0.000201919320151056,"Pericytes","DREX_vs_EX"
"3952","Zbtb42",0.983939939628988,0.00491917183738708,"Pericytes","DREX_vs_EX"
"3953","Stat31",1.09592073173863,0.009950995418987,"Pericytes","DREX_vs_EX"
"3954","Cep295nl1",3.16804997790682,0.00446398096368985,"Pericytes","DREX_vs_EX"
"3955","Cep131",2.20053194001349,0.00357512868943522,"Pericytes","DREX_vs_EX"
"3956","Iah1",2.17130060008108,0.00964492504277502,"Pericytes","DREX_vs_EX"
"3957","Exd2",2.0994015511671,0.0059423858437091,"Pericytes","DREX_vs_EX"
"3958","Pacs2",-2.13562548545096,0.00290497654699523,"Pericytes","DREX_vs_EX"
"3959","Mta1",-1.43719015049443,0.00247165651511013,"Pericytes","DREX_vs_EX"
"3960","Phf11d1",3.00152288392181,0.00710254155343747,"Pericytes","DREX_vs_EX"
"3961","Eif3d1",2.54523385331997,0.00794094926298571,"Pericytes","DREX_vs_EX"
"3962","Cerk1",-2.24846175280857,0.00715445282848719,"Pericytes","DREX_vs_EX"
"3963","Gspt11",2.87495036415963,0.0062674400535112,"Pericytes","DREX_vs_EX"
"3964","Mylk1",0.603118298942824,0.00385996278916176,"Pericytes","DREX_vs_EX"
"3965","Map3k7cl1",1.94643101981638,0.00936829116234019,"Pericytes","DREX_vs_EX"
"3966","Fam120b",1.68296872630491,0.00462577855564874,"Pericytes","DREX_vs_EX"
"3967","Svil1",1.77766144305393,0.00143147511750453,"Pericytes","DREX_vs_EX"
"3968","Aldh7a1",2.55905847549696,0.00726238190578256,"Pericytes","DREX_vs_EX"
"3969","Pdgfrb1",-0.483794216558536,0.00431953020144716,"Pericytes","DREX_vs_EX"
"3970","Kank1",0.958691943803031,0.00640038973015527,"Pericytes","DREX_vs_EX"
"3971","Atad1",-2.64258575513854,0.000723854808332194,"Pericytes","DREX_vs_EX"
"3972","Bcap31",-1.60683707890182,0.00615688447493619,"Pericytes","DREX_vs_EX"
"3973","Ctps2",2.31615609194291,0.00114036850943629,"Pericytes","DREX_vs_EX"
"3974","Inha",1.95666426405335,0.00905417697247133,"Pericytes","DREX_vs_HFD"
"3975","Acss1",1.29881831023831,0.00286361165040001,"Pericytes","DREX_vs_HFD"
"3976","Ptch21",-1.57367069093271,0.00683703255076662,"Pericytes","DREX_vs_HFD"
"3977","Hspg21",0.720097604063386,0.0021708639907363,"Pericytes","DREX_vs_HFD"
"3978","Pank4",1.83497727972322,0.00931643716315484,"Pericytes","DREX_vs_HFD"
"3979","Baz1b1",-1.26076242344311,0.0036971656989371,"Pericytes","DREX_vs_HFD"
"3980","Zfp507",4.06630604660724,0.00589451547452622,"Pericytes","DREX_vs_HFD"
"3981","Tgfb1i11",0.883122301199429,0.00424582014993132,"Pericytes","DREX_vs_HFD"
"3982","Taldo11",4.58060025999702,0.000441141481234655,"Pericytes","DREX_vs_HFD"
"3983","Ap2a2",1.8767543314747,0.00303455641981916,"Pericytes","DREX_vs_HFD"
"3984","Slc9a51",-2.72444897361714,0.00137168050430134,"Pericytes","DREX_vs_HFD"
"3985","Dcun1d5",-1.43263441521027,0.00774646235074042,"Pericytes","DREX_vs_HFD"
"3986","Bbs9",-2.35406779753668,0.0032812117364168,"Pericytes","DREX_vs_HFD"
"3987","Scap",2.87637593220064,0.00245771601199069,"Pericytes","DREX_vs_HFD"
"3988","Mgat4b1",-1.48480316625912,0.00947027434358799,"Pericytes","DREX_vs_HFD"
"3989","Osgep",4.25472600525453,0.00280551299060167,"Pericytes","DREX_vs_HFD"
"3990","Med15",-1.46139932235441,0.00831793769536194,"Pericytes","DREX_vs_HFD"
"3991","Tbl31",3.48717586152565,0.00194514829799255,"Pericytes","DREX_vs_HFD"
"3992","Mea1",-2.58364143152339,0.000558421905392616,"Pericytes","DREX_vs_HFD"
"3993","Hdac31",2.08010398199877,0.00728015392865444,"Pericytes","DREX_vs_HFD"
"3994","Eml34",1.51988026549691,0.00212127380190094,"Pericytes","DREX_vs_HFD"
"3995","Tceal81",3.0617643898433,0.00829213811074067,"Pericytes","DREX_vs_HFD"
"3996","Zfp451",-1.37179526471835,0.00823957029805301,"Pericytes","DREX_vs_SD"
"3997","Wdr75",-3.49618425089587,0.000561624331095308,"Pericytes","DREX_vs_SD"
"3998","Cdc42bpa",1.1897987072431,0.00869613009801738,"Pericytes","DREX_vs_SD"
"3999","Marc23",2.14709475994167,0.00584547907979926,"Pericytes","DREX_vs_SD"
"4000","Gpatch21",-1.25797537894354,0.0044295549245493,"Pericytes","DREX_vs_SD"
"4001","Trdmt11",3.84932901993497,0.00199641030024066,"Pericytes","DREX_vs_SD"
"4002","Traf21",3.50249591161312,0.000775832368766341,"Pericytes","DREX_vs_SD"
"4003","Casc41",2.17069363657982,0.00726293647878942,"Pericytes","DREX_vs_SD"
"4004","Kpna41",2.77840028225309,0.00351584759193213,"Pericytes","DREX_vs_SD"
"4005","Pogz1",3.50365875916275,0.00167612004164892,"Pericytes","DREX_vs_SD"
"4006","Trmt132",2.89757172988256,0.00893341737141663,"Pericytes","DREX_vs_SD"
"4007","Ufl11",1.53764023956541,0.00608567910608055,"Pericytes","DREX_vs_SD"
"4008","Cachd11",-1.96814992115974,0.00969029846259158,"Pericytes","DREX_vs_SD"
"4009","Srrm11",-1.05393084049334,0.00216277269316086,"Pericytes","DREX_vs_SD"
"4010","Arhgef10l",0.958288644775567,0.00901150827290781,"Pericytes","DREX_vs_SD"
"4011","Hspb7",1.62265470985681,0.00996866385817654,"Pericytes","DREX_vs_SD"
"4012","Cdk14",2.99147839295045,0.00886554730018753,"Pericytes","DREX_vs_SD"
"4013","Cad",3.77984632375864,0.00592437947961013,"Pericytes","DREX_vs_SD"
"4014","Vps33a",2.52734446937007,0.00710343738746047,"Pericytes","DREX_vs_SD"
"4015","Aacs1",2.88279980775969,0.00844400104049659,"Pericytes","DREX_vs_SD"
"4016","Zc3hav1",3.08839263631668,0.00398797665113544,"Pericytes","DREX_vs_SD"
"4017","Etfb",3.10113140586923,0.000403924975860549,"Pericytes","DREX_vs_SD"
"4018","Ilk",1.04547278140015,0.00283659256584815,"Pericytes","DREX_vs_SD"
"4019","Msmo12",3.57992456871088,0.0017935368951593,"Pericytes","DREX_vs_SD"
"4020","Jund5",-0.851080879294181,0.00156670863069758,"Pericytes","DREX_vs_SD"
"4021","Ier23",-3.30557020563123,0.000482056867261024,"Pericytes","DREX_vs_SD"
"4022","Cyb5b",3.09072361131962,0.00892084303980888,"Pericytes","DREX_vs_SD"
"4023","Spg7",1.93101127186212,0.00477160211190546,"Pericytes","DREX_vs_SD"
"4024","Acat1",1.65868189797355,0.0088246213554842,"Pericytes","DREX_vs_SD"
"4025","Ptpn91",-1.26767504630614,0.00773591977309224,"Pericytes","DREX_vs_SD"
"4026","Tab22",3.46297481390559,0.00809380891978438,"Pericytes","DREX_vs_SD"
"4027","Gdf111",4.25269433126704,0.000359298330254308,"Pericytes","DREX_vs_SD"
"4028","Rtn43",3.08829490403273,0.00526417457571965,"Pericytes","DREX_vs_SD"
"4029","Zbtb43",0.951763718611503,0.0092151031638453,"Pericytes","DREX_vs_SD"
"4030","Gps2",1.45565860385185,0.00765843763370973,"Pericytes","DREX_vs_SD"
"4031","Cpd1",3.16494303786989,0.0029407551244159,"Pericytes","DREX_vs_SD"
"4032","Golga5",2.61589707723454,0.00755506490798452,"Pericytes","DREX_vs_SD"
"4033","Sh2d4b2",-2.03101653255265,0.00140180692206915,"Pericytes","DREX_vs_SD"
"4034","Parp41",2.55130772825933,0.00759134572106422,"Pericytes","DREX_vs_SD"
"4035","Trio1",1.05769887484603,0.00262335412088755,"Pericytes","DREX_vs_SD"
"4036","Mapk12",1.36776116954515,0.00778458820326274,"Pericytes","DREX_vs_SD"
"4037","Lmf21",-2.9954392871014,0.00182866970296992,"Pericytes","DREX_vs_SD"
"4038","Ncbp2",2.54400376848321,0.00667540584465411,"Pericytes","DREX_vs_SD"
"4039","Capn15",1.9816983048009,0.00817435498149815,"Pericytes","DREX_vs_SD"
"4040","Ik",1.56241955479588,0.00731680769067461,"Pericytes","DREX_vs_SD"
"4041","Pdgfrb2",-0.527764055553113,0.00271095751568996,"Pericytes","DREX_vs_SD"
"4042","Znrd21",-2.36583453334025,0.0042892832976279,"Pericytes","DREX_vs_SD"
"4043","Usp9x",1.72641252060361,0.00860818974654824,"Pericytes","DREX_vs_SD"
"4044","Bcap311",-1.94776475583505,0.00102712243735617,"Pericytes","DREX_vs_SD"
"4045","Nono",2.26279486370902,0.00901494492155762,"Pericytes","DREX_vs_SD"
"4046","Ercc5",-4.11117402272736,0.00238465051466904,"Pericytes","EX_vs_HFD"
"4047","Fam117b1",1.87679700145086,0.00085037982569659,"Pericytes","EX_vs_HFD"
"4048","Inafm21",-3.07152955100394,0.00790136714492713,"Pericytes","EX_vs_HFD"
"4049","Dut",-3.33843046227772,0.00907786047313983,"Pericytes","EX_vs_HFD"
"4050","Acss11",1.1991414647421,0.00934410567791792,"Pericytes","EX_vs_HFD"
"4051","Tm9sf41",2.70848851543029,0.00380057258170602,"Pericytes","EX_vs_HFD"
"4052","Dhx35",-3.75162747873571,0.00188805802103861,"Pericytes","EX_vs_HFD"
"4053","Ptgis1",-4.0034274704417,0.00861391363123729,"Pericytes","EX_vs_HFD"
"4054","Gfm1",-4.00648434459337,0.00142473440137706,"Pericytes","EX_vs_HFD"
"4055","Nfyc1",-3.05086739116504,0.00121976822259882,"Pericytes","EX_vs_HFD"
"4056","Dhrs31",-1.14830684072635,0.00481519694624274,"Pericytes","EX_vs_HFD"
"4057","Cd36",-1.59928712129935,0.00334953842715259,"Pericytes","EX_vs_HFD"
"4058","Afap12",-0.980738194099719,0.0030466441217561,"Pericytes","EX_vs_HFD"
"4059","Tpst11",-2.47473498919293,0.000140273005998559,"Pericytes","EX_vs_HFD"
"4060","Iqce2",2.45011754372015,0.000581673919644031,"Pericytes","EX_vs_HFD"
"4061","Usp42",-3.23633232835546,0.00962721326625592,"Pericytes","EX_vs_HFD"
"4062","Wasf31",2.52942223117107,0.00784852979732249,"Pericytes","EX_vs_HFD"
"4063","Wnt5b1",2.99570789988467,0.00729940859828075,"Pericytes","EX_vs_HFD"
"4064","Zfp5802",-3.66943718578558,0.00513318813782953,"Pericytes","EX_vs_HFD"
"4065","Ehd2",0.752383765331685,0.00995482664971154,"Pericytes","EX_vs_HFD"
"4066","Mphosph102",-2.63468071646986,0.00663153761087538,"Pericytes","EX_vs_HFD"
"4067","Pold33",-3.58636772711383,0.00436846795658989,"Pericytes","EX_vs_HFD"
"4068","Deaf11",-1.02131899321346,0.00708973606548787,"Pericytes","EX_vs_HFD"
"4069","Taldo12",4.68458855980894,0.000423202922585814,"Pericytes","EX_vs_HFD"
"4070","Asah1",-2.3018606998341,0.00585115603006123,"Pericytes","EX_vs_HFD"
"4071","Adgrl1",0.792334231889335,0.00865637468824999,"Pericytes","EX_vs_HFD"
"4072","Adamts15",-1.28961581255819,0.00711132428096037,"Pericytes","EX_vs_HFD"
"4073","Sc5d2",-4.48810378253467,0.0010043959106331,"Pericytes","EX_vs_HFD"
"4074","Ptpn92",1.71178948341597,0.000515583003904609,"Pericytes","EX_vs_HFD"
"4075","Nedd41",-0.940329932367982,0.00881962240463397,"Pericytes","EX_vs_HFD"
"4076","Emid16",0.86819809294684,0.00560886170038076,"Pericytes","EX_vs_HFD"
"4077","Zmiz2",1.96626869191789,0.00234782520533504,"Pericytes","EX_vs_HFD"
"4078","Cct41",3.21641807552862,0.00668028348415473,"Pericytes","EX_vs_HFD"
"4079","Zbtb44",-0.97552447838008,0.00693828838828866,"Pericytes","EX_vs_HFD"
"4080","Sdf2",-1.75460400880088,0.00698786336395955,"Pericytes","EX_vs_HFD"
"4081","Akap1",-3.29860873579691,0.00566569974973548,"Pericytes","EX_vs_HFD"
"4082","Cd300lg",-3.04460482479603,0.00385891774034163,"Pericytes","EX_vs_HFD"
"4083","Srp681",-1.84468381353469,0.00412434974900521,"Pericytes","EX_vs_HFD"
"4084","Cep1311",-2.10627152019053,0.00657437147349154,"Pericytes","EX_vs_HFD"
"4085","Tbce",1.85787787496602,0.00294660326985429,"Pericytes","EX_vs_HFD"
"4086","Kif13a",-1.67250580012737,0.00972215587342068,"Pericytes","EX_vs_HFD"
"4087","Ptch12",1.83172267952464,0.0030131619010063,"Pericytes","EX_vs_HFD"
"4088","Slc4a72",1.92936306876634,0.00793948124126596,"Pericytes","EX_vs_HFD"
"4089","Enox1",-3.72746032841823,0.00579844372617632,"Pericytes","EX_vs_HFD"
"4090","Ets2",1.53915375918579,0.00778265625043849,"Pericytes","EX_vs_HFD"
"4091","Tbl32",4.29897820320847,0.000144696429648029,"Pericytes","EX_vs_HFD"
"4092","Tnxb",-0.972399085180392,0.00500549265258714,"Pericytes","EX_vs_HFD"
"4093","Mea11",-2.21793537922496,0.00627316575341416,"Pericytes","EX_vs_HFD"
"4094","Eml35",1.46601015526172,0.00480204778056472,"Pericytes","EX_vs_HFD"
"4095","Fam160b11",-1.86990255670554,0.00624097778204995,"Pericytes","EX_vs_HFD"
"4096","Ftsj11",2.94280697696141,0.0057374261722335,"Pericytes","EX_vs_HFD"
"4097","Ccdc1601",4.60075203234594,7.17563278990924e-05,"Pericytes","EX_vs_HFD"
"4098","Tceal82",3.30234258068324,0.00539426031378471,"Pericytes","EX_vs_HFD"
"4099","Rbbp7",2.30829857860833,0.00801930673696786,"Pericytes","EX_vs_HFD"
"4100","Ctps21",-1.94668312554777,0.00841040296118642,"Pericytes","EX_vs_HFD"
"4101","Lactb2",2.58031544053374,0.00781448091598069,"Pericytes","EX_vs_SD"
"4102","Tmem182",1.77513302260394,0.0097087463687903,"Pericytes","EX_vs_SD"
"4103","Wdr751",-3.69363542067415,0.00154954781085022,"Pericytes","EX_vs_SD"
"4104","Rpe",2.93224037839327,0.00315858401962147,"Pericytes","EX_vs_SD"
"4105","Speg",-0.746873321398015,0.00532117309779304,"Pericytes","EX_vs_SD"
"4106","Rabgap1l",-1.31856114399295,0.00971017469245921,"Pericytes","EX_vs_SD"
"4107","Cnst",-2.69453251711489,0.00602317558215012,"Pericytes","EX_vs_SD"
"4108","Traf22",3.17222878506519,0.00303905946749933,"Pericytes","EX_vs_SD"
"4109","Eid14",-3.0972590708965,0.00836010693874571,"Pericytes","EX_vs_SD"
"4110","Pltp",0.982756559222056,0.00835813189597277,"Pericytes","EX_vs_SD"
"4111","Pfdn44",3.05479598479145,0.00819661474461722,"Pericytes","EX_vs_SD"
"4112","Gfm11",-3.63106603649733,0.00509461576258077,"Pericytes","EX_vs_SD"
"4113","Kpna42",3.34043535300762,0.000518722629124287,"Pericytes","EX_vs_SD"
"4114","Pogz2",3.23403983539393,0.00473723026657598,"Pericytes","EX_vs_SD"
"4115","Prpf3",1.64563039269306,0.00837998812752376,"Pericytes","EX_vs_SD"
"4116","Trmt133",3.13921728106467,0.00554317057258984,"Pericytes","EX_vs_SD"
"4117","Hs2st1",2.44114967014624,0.00713372521172781,"Pericytes","EX_vs_SD"
"4118","Znhit61",-3.47283584400923,0.00559809947861082,"Pericytes","EX_vs_SD"
"4119","Dnajb4",2.35136711596067,0.00329989473758774,"Pericytes","EX_vs_SD"
"4120","Ufl12",1.56034386187462,0.00742210594633011,"Pericytes","EX_vs_SD"
"4121","Mdn1",2.85421807602216,0.0075651621406354,"Pericytes","EX_vs_SD"
"4122","Nfx1",-1.20080399748069,0.00996174040702547,"Pericytes","EX_vs_SD"
"4123","Cachd12",-2.21651664872834,0.00932177802888706,"Pericytes","EX_vs_SD"
"4124","Asap3",-2.04031924858179,0.00695131985816678,"Pericytes","EX_vs_SD"
"4125","Hspg22",-0.927721077122047,0.000854532653524929,"Pericytes","EX_vs_SD"
"4126","Dhrs32",-1.13097397788298,0.0078003271287143,"Pericytes","EX_vs_SD"
"4127","Per31",1.9544887217361,0.00951826454722611,"Pericytes","EX_vs_SD"
"4128","Cdk141",3.41957391880443,0.00317662710215194,"Pericytes","EX_vs_SD"
"4129","Rint1",2.4151800963933,0.00287514324769112,"Pericytes","EX_vs_SD"
"4130","Afap13",-1.12380322748308,0.00104180925659452,"Pericytes","EX_vs_SD"
"4131","Lrrc8c",4.1602156048839,0.00307938086110504,"Pericytes","EX_vs_SD"
"4132","Tbx3",-1.75458852499473,0.00898496423407816,"Pericytes","EX_vs_SD"
"4133","Vps33a1",2.5704853339825,0.0073911512644176,"Pericytes","EX_vs_SD"
"4134","Arl6ip41",1.61632102777703,0.00543044288874234,"Pericytes","EX_vs_SD"
"4135","Rilpl11",-2.18570715448848,0.00221134461147666,"Pericytes","EX_vs_SD"
"4136","Aacs2",3.34302129046154,0.0025508160264342,"Pericytes","EX_vs_SD"
"4137","Crhr21",-3.8299550946019,0.00343513571459665,"Pericytes","EX_vs_SD"
"4138","Mtmr14",-3.12186610486232,0.000825483189005,"Pericytes","EX_vs_SD"
"4139","Timp4",-1.93460372110177,0.00215919439989937,"Pericytes","EX_vs_SD"
"4140","Zfp6371",3.06948032418577,0.00473429002436991,"Pericytes","EX_vs_SD"
"4141","Eps8l112",-2.22319688381845,0.00130320840688488,"Pericytes","EX_vs_SD"
"4142","Ppp1r14a",-0.793662500853381,0.00811124481912713,"Pericytes","EX_vs_SD"
"4143","Etfb1",2.96743300304138,0.000965439882463842,"Pericytes","EX_vs_SD"
"4144","Cd2bp22",-1.84882391546933,0.00573831113302902,"Pericytes","EX_vs_SD"
"4145","Slc7a21",0.914666358529119,0.00274664770386495,"Pericytes","EX_vs_SD"
"4146","Asah11",-2.70729831616211,0.00136789805038038,"Pericytes","EX_vs_SD"
"4147","Msmo13",3.41127223369948,0.00383714023986514,"Pericytes","EX_vs_SD"
"4148","Psd31",1.58285904603398,0.00707335480200225,"Pericytes","EX_vs_SD"
"4149","Fam192a1",-2.77189019681241,0.0033655281617301,"Pericytes","EX_vs_SD"
"4150","Rspry11",-2.09360808863073,0.002852378544723,"Pericytes","EX_vs_SD"
"4151","Coq91",-3.00681699328251,0.00748015609543061,"Pericytes","EX_vs_SD"
"4152","Tradd1",-4.24801707990723,0.000454636272727193,"Pericytes","EX_vs_SD"
"4153","Usp282",-3.30016329482665,0.00496506716327128,"Pericytes","EX_vs_SD"
"4154","Alg9",2.70232515625085,0.00940774943784475,"Pericytes","EX_vs_SD"
"4155","Acat11",1.95007960721321,0.00263011790747761,"Pericytes","EX_vs_SD"
"4156","Pdcd7",1.93913823451306,0.00275829112125019,"Pericytes","EX_vs_SD"
"4157","Oaz2",1.5536165049201,0.00461599594036119,"Pericytes","EX_vs_SD"
"4158","Gtf2a2",-2.38450951604746,0.00543243686307538,"Pericytes","EX_vs_SD"
"4159","Akap71",1.85370542697287,0.00620077535235503,"Pericytes","EX_vs_SD"
"4160","Mmp111",-1.10865381846889,0.00863998453188784,"Pericytes","EX_vs_SD"
"4161","Elk32",-2.63200311632029,0.00189646757918123,"Pericytes","EX_vs_SD"
"4162","Osbpl81",2.41839353396156,0.00504172661093513,"Pericytes","EX_vs_SD"
"4163","Gdf112",4.67801666596029,0.000103744586678454,"Pericytes","EX_vs_SD"
"4164","Ewsr11",3.52310398253776,0.00185048586636272,"Pericytes","EX_vs_SD"
"4165","Emid17",1.02023917814181,0.00263743530916199,"Pericytes","EX_vs_SD"
"4166","Specc1",1.5605664460902,0.0071478928495535,"Pericytes","EX_vs_SD"
"4167","Srp682",-1.96811551881305,0.00289031605375629,"Pericytes","EX_vs_SD"
"4168","Afmid1",-3.30926799427548,0.00782214899577868,"Pericytes","EX_vs_SD"
"4169","Togaram1",3.83433350287353,0.00567655654589642,"Pericytes","EX_vs_SD"
"4170","Gli3",4.12457235915063,0.00215506806412235,"Pericytes","EX_vs_SD"
"4171","Vps411",-2.32925420146288,0.00189405821130589,"Pericytes","EX_vs_SD"
"4172","Gmds",3.38102603503422,0.00245711233042248,"Pericytes","EX_vs_SD"
"4173","Hnrnpk",3.35242794019189,0.00439056001138788,"Pericytes","EX_vs_SD"
"4174","Carmil31",-2.93837301347843,0.00937950133388893,"Pericytes","EX_vs_SD"
"4175","Parp42",2.76352562628083,0.00455087700003828,"Pericytes","EX_vs_SD"
"4176","Enox11",-3.98266536821078,0.00361030546088616,"Pericytes","EX_vs_SD"
"4177","Eif3d2",-3.25218743993831,0.0009044617641314,"Pericytes","EX_vs_SD"
"4178","Pmm1",-1.83084827337611,0.00903249822953981,"Pericytes","EX_vs_SD"
"4179","Mapk121",1.56038459605352,0.00320834456413254,"Pericytes","EX_vs_SD"
"4180","Ccnt1",2.131034295058,0.00785850438017064,"Pericytes","EX_vs_SD"
"4181","Sept5",-1.87169453016155,0.0083911143513467,"Pericytes","EX_vs_SD"
"4182","Cd2001",1.39102924345658,0.007177554381062,"Pericytes","EX_vs_SD"
"4183","Tulp4",-1.82588139504515,0.00231714199984133,"Pericytes","EX_vs_SD"
"4184","Hmgxb3",3.33971108437273,0.00584324521104861,"Pericytes","EX_vs_SD"
"4185","Nfatc11",-1.7564845096306,0.00760089387003796,"Pericytes","EX_vs_SD"
